seq,ts_unix_ms,event_type,payload 
4400,1785000315343,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4401,1785000315373,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4402,1785000315406,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4403,1785000315436,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4404,1785000315465,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4405,1785000315494,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4406,1785000315523,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4407,1785000315554,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4408,1785000315586,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4409,1785000315615,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4410,1785000315644,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4411,1785000315673,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4412,1785000315701,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4413,1785000315731,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4414,1785000315767,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4415,1785000315800,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4416,1785000315830,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4417,1785000315859,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4418,1785000315894,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4419,1785000315925,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4420,1785000315954,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4421,1785000315987,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4422,1785000316021,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4423,1785000316053,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4424,1785000316082,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4425,1785000316110,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4426,1785000316137,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4427,1785000316169,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4428,1785000316210,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4429,1785000316252,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4430,1785000316286,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4431,1785000316324,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4432,1785000316353,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4433,1785000316383,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4434,1785000316415,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4435,1785000316445,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4436,1785000316476,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4437,1785000316507,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4438,1785000316535,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4439,1785000316569,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4440,1785000316599,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4441,1785000316629,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4442,1785000316659,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4443,1785000316687,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4444,1785000316717,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4445,1785000316747,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4446,1785000316801,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4447,1785000316861,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4448,1785000316902,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4449,1785000316932,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4450,1785000316961,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4451,1785000316993,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4452,1785000317023,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4453,1785000317052,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4454,1785000317087,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4455,1785000317121,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4456,1785000317151,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4457,1785000317184,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4458,1785000317215,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4459,1785000317247,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4460,1785000317277,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4461,1785000317309,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4462,1785000317340,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4463,1785000317373,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4464,1785000317405,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4465,1785000317438,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4466,1785000317470,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4467,1785000317502,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4468,1785000317534,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4469,1785000317569,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4470,1785000317603,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4471,1785000317634,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4472,1785000317663,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4473,1785000317692,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4474,1785000317722,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4475,1785000317750,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4476,1785000317784,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""BUY"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4477,1785000317814,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4478,1785000317845,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
4479,1785000317873,RISK_DECISION,"{""symbol"": ""EURUSD"", ""direction"": ""SELL"", ""approved"": false, ""rejected_by"": ""position_count_check"", ""reason"": ""max open positions reached"", ""checks"": [{""name"": ""daily_loss_check"", ""passed"": true, ""reason"": """"}, {""name"": ""position_count_check"", ""passed"": false, ""reason"": ""max open positions reached""}]}"
